householdId,timestamp,reading
9,1731234989608,84.49
10,1731234989608,9.36
11,1731234989608,211.10
1,1731238589608,40.09
2,1731238589608,9.02
3,1731238589608,86.61
4,1731238589608,37.85
5,1731238589608,71.81
6,1731238589608,92.22
7,1731238589608,42.07
8,1731238589608,82.46
9,1731238589608,18.33
10,1731238589608,48.37
11,1731238589608,212.10
1,1731242189608,30.13
2,1731242189608,55.90
3,1731242189608,6.68
4,1731242189608,77.41
5,1731242189608,24.88
6,1731242189608,86.78
7,1731242189608,31.55
8,1731242189608,32.73
9,1731242189608,80.92
10,1731242189608,69.52
11,1731242189608,213.10
1,1731245789608,15.95
2,1731245789608,32.24
3,1731245789608,6.08
4,1731245789608,83.38
5,1731245789608,50.88
6,1731245789608,84.12
7,1731245789608,57.23
8,1731245789608,60.73
9,1731245789608,86.88
10,1731245789608,23.90
11,1731245789608,214.10
1,1731249389608,86.04
2,1731249389608,59.95
3,1731249389608,2.02
4,1731249389608,88.77
5,1731249389608,57.07
6,1731249389608,72.58
7,1731249389608,38.78
8,1731249389608,88.62
9,1731249389608,9.20
10,1731249389608,11.31
11,1731249389608,215.10
1,1731252989608,35.47
2,1731252989608,0.90
3,1731252989608,77.09
4,1731252989608,85.96
5,1731252989608,34.97
6,1731252989608,44.55
7,1731252989608,24.94
8,1731252989608,79.02
9,1731252989608,29.02
10,1731252989608,62.36
11,1731252989608,216.10
1,1731256589608,32.53
2,1731256589608,28.80
3,1731256589608,37.23
4,1731256589608,84.67
5,1731256589608,92.85
6,1731256589608,54.26
7,1731256589608,58.29
8,1731256589608,77.18
9,1731256589608,64.66
10,1731256589608,87.63
11,1731256589608,217.10
1,1731260189608,32.33
2,1731260189608,93.41
3,1731260189608,53.18
4,1731260189608,38.50
5,1731260189608,61.54
6,1731260189608,83.45
7,1731260189608,55.21
8,1731260189608,74.51
9,1731260189608,31.60
10,1731260189608,83.56
11,1731260189608,218.10
1,1731263789608,97.33
2,1731263789608,68.76
3,1731263789608,21.78
4,1731263789608,14.89
5,1731263789608,42.34
6,1731263789608,97.03
7,1731263789608,12.93
8,1731263789608,68.16
9,1731263789608,40.40
10,1731263789608,54.45
11,1731263789608,219.10
1,1731267389608,28.33
2,1731267389608,86.34
3,1731267389608,9.24
4,1731267389608,61.58
5,1731267389608,59.38
6,1731267389608,61.83
7,1731267389608,41.05
8,1731267389608,11.43
9,1731267389608,14.12
10,1731267389608,11.99
11,1731267389608,220.10
1,1731270989608,57.46
2,1731270989608,41.66
3,1731270989608,11.93
4,1731270989608,24.17
5,1731270989608,35.01
6,1731270989608,5.56
7,1731270989608,35.99
8,1731270989608,9.90
9,1731270989608,51.30
10,1731270989608,28.07
11,1731270989608,221.10
1,1731274589608,88.68
2,1731274589608,34.83
3,1731274589608,52.28
4,1731274589608,88.22
5,1731274589608,19.02
6,1731274589608,98.05
7,1731274589608,5.46
8,1731274589608,84.95
9,1731274589608,92.59
10,1731274589608,84.36
11,1731274589608,222.10
1,1731278189608,51.21
2,1731278189608,29.82
3,1731278189608,18.36
4,1731278189608,70.89
5,1731278189608,41.19
6,1731278189609,2.03
7,1731278189609,15.90
8,1731278189609,47.91
9,1731278189609,54.68
10,1731278189609,89.59
11,1731278189609,223.10
1,1731281789609,94.86
2,1731281789609,92.56
3,1731281789609,85.41
4,1731281789609,1.82
5,1731281789609,68.18
6,1731281789609,67.84
7,1731281789609,18.04
8,1731281789609,37.35
9,1731281789609,13.19
10,1731281789609,6.60
11,1731281789609,224.10
1,1731285389609,47.43
2,1731285389609,76.98
3,1731285389609,56.86
4,1731285389609,4.25
5,1731285389609,34.41
6,1731285389609,74.55
7,1731285389609,47.01
8,1731285389609,30.01
9,1731285389609,6.82
10,1731285389609,21.52
11,1731285389609,225.10
1,1731288989609,55.27
2,1731288989609,17.58
3,1731288989609,95.64
4,1731288989609,16.70
5,1731288989609,56.29
6,1731288989609,58.04
7,1731288989609,52.52
8,1731288989609,79.80
9,1731288989609,41.94
10,1731288989609,84.64
11,1731288989609,226.10
1,1731292589609,31.94
2,1731292589609,71.09
3,1731292589609,98.93
4,1731292589609,36.63
5,1731292589609,88.99
6,1731292589609,12.94
7,1731292589609,37.10
8,1731292589609,48.31
9,1731292589609,32.68
10,1731292589609,65.92
11,1731292589609,227.10
1,1731296189609,28.12
2,1731296189609,27.75
3,1731296189609,72.43
4,1731296189609,70.41
5,1731296189609,69.95
6,1731296189609,59.11
7,1731296189609,53.70
8,1731296189609,74.70
9,1731296189609,89.47
10,1731296189609,74.77
11,1731296189609,228.10
1,1731299789609,34.97
2,1731299789609,76.10
3,1731299789609,49.52
4,1731299789609,7.47
5,1731299789609,56.72
6,1731299789609,75.20
7,1731299789609,55.83
8,1731299789609,54.23
9,1731299789609,66.78
10,1731299789609,3.21
11,1731299789609,229.10
1,1731303389609,24.01
2,1731303389609,90.00
3,1731303389609,18.36
4,1731303389609,50.28
5,1731303389609,43.36
6,1731303389609,11.66
7,1731303389609,5.46
8,1731303389609,68.12
9,1731303389609,45.51
10,1731303389609,73.44
11,1731303389609,230.10
1,1731306989609,3.60
2,1731306989609,37.53
3,1731306989609,91.64
4,1731306989609,17.86
5,1731306989609,19.37
6,1731306989609,97.55
7,1731306989609,18.23
8,1731306989609,80.70
9,1731306989609,38.24
10,1731306989609,64.57
11,1731306989609,231.10
1,1731310589609,42.45
2,1731310589609,56.95
3,1731310589609,26.58
4,1731310589609,5.34
5,1731310589609,39.61
6,1731310589609,80.62
7,1731310589609,22.18
8,1731310589609,37.17
9,1731310589609,34.73
10,1731310589609,29.50
11,1731310589609,232.10
1,1731314189609,54.16
2,1731314189609,8.70
3,1731314189609,46.72
4,1731314189609,81.66
5,1731314189609,70.42
6,1731314189609,92.20
7,1731314189609,53.11
8,1731314189609,17.60
9,1731314189609,88.84
10,1731314189609,18.52
11,1731314189609,233.10
1,1731317789609,20.85
2,1731317789609,34.59
3,1731317789609,71.99
4,1731317789609,0.60
5,1731317789609,45.99
6,1731317789609,13.46
7,1731317789609,13.75
8,1731317789609,51.39
9,1731317789609,7.31
10,1731317789609,79.23
11,1731317789609,234.10
1,1731321389609,52.82
2,1731321389609,36.82
3,1731321389609,32.53
4,1731321389609,63.49
5,1731321389609,87.35
6,1731321389609,77.16
7,1731321389609,2.00
8,1731321389609,75.32
9,1731321389609,91.84
10,1731321389609,59.37
11,1731321389609,235.10
1,1731324989609,89.77
2,1731324989609,54.64
3,1731324989609,80.51
4,1731324989609,78.58
5,1731324989609,91.24
6,1731324989609,41.41
7,1731324989609,27.38
8,1731324989609,29.06
9,1731324989609,78.94
10,1731324989609,83.24
11,1731324989609,236.10
1,1731328589609,25.48
2,1731328589609,34.35
3,1731328589609,84.41
4,1731328589609,62.56
5,1731328589609,36.63
6,1731328589609,65.28
7,1731328589609,71.74
8,1731328589609,86.15
9,1731328589609,69.59
10,1731328589609,79.10
11,1731328589609,237.10
1,1731332189609,23.44
2,1731332189609,87.72
3,1731332189609,1.35
4,1731332189609,75.47
5,1731332189609,86.70
6,1731332189609,23.41
7,1731332189609,35.49
8,1731332189609,89.42
9,1731332189609,7.33
10,1731332189609,72.21
11,1731332189609,238.10
1,1731335789609,93.91
2,1731335789609,54.63
3,1731335789609,89.62
4,1731335789609,24.96
5,1731335789609,28.11
6,1731335789609,58.91
7,1731335789609,37.65
8,1731335789609,93.45
9,1731335789609,24.92
10,1731335789609,16.74
11,1731335789609,239.10
